cheese,milk,country,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan
Maffra Peppercorn Cheddar,cow,Australia,Cheddar,"semi-hard, artisan","creamy, firm",natural,yellow,"creamy, spicy",spicy,True,False
Maffra Sage Derby,cow,Australia,Cheddar,"semi-hard, artisan","firm, smooth",natural,pale yellow,"creamy, herbaceous, smooth","herbal, sweet",True,False
Maffra Wensleydale,cow,Australia,Cheddar,"hard, artisan",crumbly,natural,pale yellow,"creamy, lemony","buttery, mild",True,False
Mahón,cow,Spain,Cheddar,"semi-hard, artisan","crumbly, dense",washed,pale yellow,"buttery, salty","nutty, sweet",False,False
Maida Vale,cow,England,Cheddar,semi-soft,"buttery, soft, supple",washed,pink and white,"grassy, meaty, nutty, savory, umami, vegetal","barnyardy, earthy, grassy, stinky, yeasty",True,False
Maisie's Kebbuck,cow,"Great Britain, Scotland, United Kingdom",Cheddar,"semi-hard, artisan","creamy, crumbly",natural,white,creamy,fresh,True,False
Mamirolle,cow,"Canada, France",Cheddar,"semi-soft, artisan","chewy, supple",washed,ivory,"buttery, fruity, salty, sweet","earthy, pungent",False,False
Mandolin,cow,Australia,Cheddar,"semi-hard, artisan, smear-ripened","crumbly, soft, supple",leaf wrapped,pale yellow,"creamy, grassy, smooth","grassy, herbal",True,False
Mango Rebel,cow,Austria,Cheddar,"semi-hard, artisan","creamy, firm",natural,pale yellow,"fruity, spicy","fresh, fruity",True,False
Manon,goat,Australia,Cheddar,"fresh soft, artisan","creamy, smooth",leaf wrapped,white,"creamy, garlicky, spicy, strong","aromatic, garlicky, spicy, strong",True,False
Manur,"cow, sheep",Serbia,Cheddar,"hard, artisan",creamy,natural,pale yellow,salty,"fresh, rich",False,False
Marble Cheddar,cow,United Kingdom,Cheddar,"hard, processed","firm, smooth",rindless,cream,creamy,rich,True,False
Marco Polo,cow,United States,Cheddar,"hard, artisan","creamy, crumbly",cloth wrapped,ivory,creamy,"clean, rich",True,False
Maribo,cow,Denmark,Cheddar,"semi-hard, artisan","creamy, firm, open",waxed,pale yellow,tangy,strong,False,False
Martha's Heat,cow,Australia,Cheddar,"hard, artisan","brittle, firm",natural,brownish yellow,"smokey , spicy","smokey, spicy",True,False
Mascarpone,cow,Italy,Cheddar,fresh soft,"buttery, creamy, smooth, spreadable",rindless,white,"buttery, creamy, mild",fresh,False,False
Mature Wensleydale,cow,"England, United Kingdom",Cheddar,"hard, artisan",crumbly,cloth wrapped,pale yellow,strong,"rich, ripe",False,False
Melville,goat,United States,Cheddar,"fresh soft, artisan, soft-ripened","elastic, oily, soft, supple",rindless,white,"acidic, buttery, mild, sweet, tart",fresh,False,False
Menallack Farmhouse,cow,England,Cheddar,hard,"firm, spreadable",washed,yellow,"lemony, mild","fresh, grassy, mushroom",True,False
Menonita,cow,Mexico,Cheddar,semi-soft,firm,natural,pale yellow,"buttery, mild",rich,False,False
Merry Wyfe,cow,United Kingdom,Cheddar,semi-hard,"creamy, springy",washed,orange,"buttery, tangy",aromatic,True,False
Mersey Valley Original Vintage,cow,Australia,Cheddar,hard,"creamy, crumbly, spreadable",natural,yellow,"buttery, full-flavored, sharp",strong,False,False
Mettowee,goat,United States,Cheddar,"fresh soft, artisan","creamy, smooth",natural,white,"acidic, creamy, tangy, tart","clean, fresh, subtle",True,False
MezzaLuna Fontina,cow,United States,Cheddar,semi-hard,creamy,washed,pale yellow,"earthy, mild, mushroomy, yeasty",rich,True,False
Mi-Ewe,"cow, sheep",United States,Cheddar,"semi-hard, artisan",crumbly,natural,pale yellow,"buttery, citrusy, nutty, sharp","caramel, rich",True,False
Mimolette (Boule de Lille),cow,France,Cheddar,semi-hard,firm,natural,orange,"bitter, buttery, sweet","floral, fresh",False,False
Minas cheese,cow,Brazil,Cheddar,"semi-soft, artisan","grainy, open, soft, springy",rindless,white,"bitter, mild, salty, strong","fresh, mild",False,False
Mladi Trapist,cow,Croatia,Cheddar,"semi-hard, artisan","crumbly, semi firm",natural,white,"grassy, savory",aromatic,True,False
Molbo,cow,Denmark,Cheddar,"semi-hard, artisan",firm,waxed,pale yellow,"salty, tangy",fresh,False,False
Montasio,cow,Italy,Cheddar,semi-firm,creamy,washed,white,"mild, smooth","aromatic, pleasant",False,False
Monteo,cow,Italy,Cheddar,"semi-firm, artisan","creamy, open",natural,pale yellow,"buttery, milky, smooth","fresh, milky",False,False
Montgomery's Cheddar,cow,United Kingdom,Cheddar,"hard, artisan",creamy,natural,yellow,"nutty, savory, tangy",rich,False,False
Morgan,cow,United States,Cheddar,"hard, artisan",firm,natural,ivory,"citrusy, salty",grassy,False,False
Morimoto Soba Ale Cheddar,cow,United States,Cheddar,"semi-hard, artisan","creamy, crumbly",natural,pale yellow,"buttery, smooth, strong","strong, toasty",True,False
Mossfield Organic,cow,Ireland,Cheddar,"hard, semi-hard, artisan","crumbly, dry, flaky",natural,brownish yellow,"nutty, tangy","fresh, lactic, mild",True,False
Mountain Goat,goat,Australia,Cheddar,"hard, artisan",firm,natural,ivory,pungent,subtle,True,False
Mountain Herbs Rebel,cow,Austria,Cheddar,"semi-hard, artisan","creamy, smooth",natural,pale yellow,"creamy, nutty, spicy","aromatic, grassy, sweet",True,False
Mountain Rebel,cow,Austria,Cheddar,"semi-hard, artisan","compact, creamy",natural,yellow,"creamy, fruity","aromatic, spicy",True,False
Mountaineer,cow,United States,Cheddar,"semi-soft, artisan","dense, supple",washed,yellow,"full-flavored, mellow","caramel, fruity, rich",False,False
Mouse House Garlic & Chive Cheddar,cow,England,Cheddar,semi-hard,creamy,waxed,green,garlicky,garlicky,True,False
Mouse House Smoked Cheddar,cow,England,Cheddar,semi-hard,creamy,waxed,golden yellow,smokey,smokey,True,False
Ms. Natural,goat,United States,Cheddar,fresh soft,"creamy, crumbly, smooth, spreadable",rindless,white,"citrusy, creamy","fresh, mild",True,False
Mt Scott,cow,New Zealand,Cheddar,semi-soft,"smooth, supple",natural,yellow,"buttery, sharp, sweet",grassy,True,False
Mt. Mazama Cheddar,"cow, goat",United States,Cheddar,semi-hard,"creamy, crumbly, crystalline, dense",natural,pale yellow,"acidic, caramel, nutty, sweet, tangy","pleasant, rich",True,False
Muddlewell,"cow, sheep",England,Cheddar,"hard, artisan","creamy, crumbly",natural,ivory,mild,strong,True,False
Munster,cow,France,Cheddar,soft,smooth,washed,white,"savory, spicy, sweet","aromatic, nutty",True,False
Pacific Rock,cow,Canada,Cheddar,hard,"crumbly, firm",washed,orange,"buttery, earthy, nutty, subtle","fruity, rich",True,False
Paesanella Buffalo Ricotta,buffalo,Australia,Cheddar,"fresh soft, whey","creamy, soft",natural,white,creamy,"milky, sweet",True,False
Paesanella Dry Ricotta,cow,Australia,Cheddar,"soft, whey",firm,ash coated,white,"creamy, salty",sweet,True,False
Paesanella Fresco,cow,Australia,Cheddar,"semi-hard, artisan","chewy, firm",rindless,pale yellow,"mild, tangy",mild,True,False
Paesanella Fresh Ricotta,cow,Australia,Cheddar,fresh soft,firm,washed,white,creamy,"fresh, sweet",False,False
Pant ys Gawn,goat,Wales,Cheddar,fresh soft,creamy,rindless,white,"lemony, salty","rich, smokey",False,False
Paprika Rebel,cow,Austria,Cheddar,"semi-hard, artisan",creamy,natural,pale yellow,"smokey , spicy","smokey, spicy",False,False
Pas de l'Escalette,cow,France,Cheddar,"semi-hard, artisan",creamy,natural,straw,sweet,fresh,False,False
Pate de Fromage,"goat, sheep",France,Cheddar,soft,"creamy, firm, smooth",rindless,pale yellow,"sharp, spicy","nutty, yeasty",False,False
Patefine Fort,cow,France,Cheddar,"soft, artisan",smooth,natural,white,sour,fresh,False,False
Peau Rouge,cow,Canada,Cheddar,hard,"crumbly, firm",washed,pale yellow,"caramel, nutty, woody",strong,False,False
Pembrokeshire Extra Mature Cheddar,cow,United Kingdom,Cheddar,"semi-soft, artisan","crumbly, dense",washed,yellow,"strong, tangy",rich,False,False
Pepper Rebel,cow,Austria,Cheddar,"semi-hard, artisan",creamy,natural,yellow,"creamy, spicy","grassy, spicy, sweet",False,False
Perl Wen,cow,"United Kingdom, Wales",Cheddar,semi-soft,"creamy, smooth, soft",rindless,white,citrusy,strong,True,False
Petit Blaja,goat,France,Cheddar,soft,soft,natural,golden yellow,"acidic, crunchy, fruity, herbaceous, mild, spicy",strong,True,False
Petit Pardou,cow,France,Cheddar,semi-hard,soft,natural,ivory,"creamy, earthy, nutty",aromatic,False,False
Petite Swiss,cow,United States,Cheddar,semi-hard,compact,natural,pale yellow,"mild, nutty, sweet","fresh, fruity",True,False
Picodon de Chevre,goat,France,Cheddar,"soft, artisan","firm, smooth",natural,white,"sour, sweet","goaty, pungent",True,False
Pinconning,cow,United States,Cheddar,semi-hard,"creamy, open",natural,yellow,"mild, sharp","goaty, lactic",False,False
Piora,cow,Switzerland,Cheddar,hard,smooth,natural,white,sweet,"aromatic, rich",False,False
Pistol Point Cheddar,cow,United States,Cheddar,"semi-hard, artisan","creamy, crumbly",natural,pale yellow,"smokey , spicy","floral, fruity",True,False
Pitchfork Cheddar,cow,England,Cheddar,hard,"compact, creamy, firm",cloth wrapped,pale yellow,"acidic, fruity, grassy, nutty, tangy","buttery, fruity, grassy, nutty, subtle",False,False
Plymouth Cheese,cow,United States,Cheddar,"hard, artisan","firm, flaky, grainy",waxed,yellow,"buttery, fruity, full-flavored, nutty, smokey , spicy, tangy","rich, smokey, strong",False,False
Poivre d'Ane,"cow, goat",France,Cheddar,"soft, artisan",smooth,natural,white,herbaceous,herbal,True,False
Pokolbin,cow,Australia,Cheddar,"semi-soft, smear-ripened","creamy, smooth",washed,white,"sharp, spicy",earthy,False,False
Pong's Extraordinary... Cheddar,cow,United Kingdom,Cheddar,"hard, semi-hard","creamy, crumbly",bloomy,yellow,sharp,fresh,False,False
Port-Salut,cow,France,Cheddar,semi-soft,"creamy, smooth",washed,pale yellow,"acidic, mellow",strong,False,False
Postel,cow,Belgium,Cheddar,"semi-hard, artisan",crumbly,washed,cream,full-flavored,"mushroom, spicy",False,False
Prairie Breeze Cheddar,cow,United States,Cheddar,"hard, artisan","creamy, crumbly, grainy",natural,yellow,"nutty, sharp, sweet","grassy, mild",True,False
Prastost,cow,Sweden,Cheddar,semi-soft,creamy,natural,yellow,"salty, spicy, strong","aromatic, rich",False,False
President Madrigal,cow,France,Cheddar,"semi-hard, artisan","smooth, soft",natural,straw,"nutty, sweet",aromatic,False,False
Prince-Jean,cow,Belgium,Cheddar,"fresh soft, artisan",creamy,natural,white,buttery,"fresh, rich",False,False
Promontory,cow,United States,Cheddar,"hard, artisan","creamy, firm",natural,pale yellow,"buttery, citrusy","fruity, rich",True,False
Provolone,cow,Italy,Cheddar,"semi-hard, artisan",firm,natural,pale yellow,tangy,pleasant,False,False
PsycheDillic,goat,United States,Cheddar,fresh soft,"creamy, smooth, spreadable",rindless,white,"creamy, full-flavored, herbaceous",aromatic,True,False
Purple Haze,goat,United States,Cheddar,fresh soft,"creamy, crumbly, smooth, spreadable",rindless,white,"earthy, herbaceous",aromatic,True,False
Purple's a Must,"cow, goat","Canada, Italy",Cheddar,"semi-hard, artisan, blue-veined","creamy, crumbly",mold ripened,pale yellow,"full-flavored, strong",rich,False,False
Pyengana Cheddar,cow,Australia,Cheddar,"hard, semi-hard, artisan","creamy, crumbly, smooth",natural,pale yellow,"acidic, full-flavored, herbaceous, savory, spicy","grassy, herbal",False,False
Saaland Pfarr,cow,Sweden,Cheddar,semi-soft,creamy,natural,yellow,"salty, spicy, strong","aromatic, rich",False,False
Sage Derby,cow,"England, United Kingdom",Cheddar,"semi-hard, artisan",firm,mold ripened,green,"herbaceous, mild",herbal,True,False
Salers,cow,France,Cheddar,semi-hard,"compact, dense",washed,red,"fruity, spicy","fresh, milky",False,False
Salsa Asiago,cow,United States,Cheddar,"hard, artisan","compact, firm, open, smooth",natural,pale yellow,"creamy, garlicky, nutty, sharp, spicy","aromatic, nutty, pungent",True,False
Samso,cow,Denmark,Cheddar,semi-hard,supple,waxed,yellow,"nutty, sour, sweet",goaty,False,False
Sap Sago,cow,Switzerland,Cheddar,hard,dry,natural,green,acidic,herbal,False,False
Sartori Limited Edition Cannella BellaVitano,cow,United States,Cheddar,hard,creamy,rindless,pale yellow,"buttery, fruity, mild, sweet","fresh, rich",True,False
Sartori Limited Edition Cognac BellaVitano,cow,United States,Cheddar,hard,creamy,natural,golden orange,"buttery, mild, smokey , sweet","nutty, smokey",True,False
Sartori Limited Edition Extra-Aged Goat,goat,United States,Cheddar,"semi-firm, artisan",creamy,rindless,pale yellow,"mild, savory","mild, pleasant",False,False
Sartori Limited Edition Pastorale Blend,"cow, sheep",United States,Cheddar,"semi-hard, artisan",creamy,natural,pale yellow,"nutty, sweet","earthy, nutty, sweet",False,False
Sartori Reserve Balsamic BellaVitano,cow,United States,Cheddar,hard,firm,rindless,white,"fruity, nutty, sweet, tangy","earthy, fruity, sweet",True,False
Sartori Reserve Basil & Olive Oil Asiago,cow,United States,Cheddar,"hard, artisan","creamy, soft",natural,pale yellow,"herbaceous, savory, sweet","herbal, rich",False,False
Sartori Reserve BellaVitano Gold,cow,United States,Cheddar,hard,creamy,natural,pale yellow,"fruity, nutty, sweet","fruity, nutty, rich",False,False
Sartori Reserve Black Pepper BellaVitano,cow,United States,Cheddar,semi-hard,creamy,natural,pale yellow,"creamy, nutty, salty, spicy","nutty, rich, spicy",False,False
Sartori Reserve Espresso BellaVitano,cow,United States,Cheddar,"semi-firm, artisan",firm,natural,pale yellow,"smokey , sweet","smokey, sweet",True,False
Sartori Reserve Extra Aged Fontina,cow,United States,Cheddar,"hard, artisan",creamy,natural,yellow,"buttery, fruity, mild, tangy","lactic, rich",True,False
Sartori Reserve Extra-Aged Asiago,cow,United States,Cheddar,"hard, artisan","creamy, crumbly",rindless,pale yellow,"creamy, nutty",rich,False,False
Sartori Reserve Merlot BellaVitano,cow,United States,Cheddar,"semi-hard, artisan","creamy, crystalline",natural,pale yellow,"creamy, fruity","fruity, pleasant, rich",False,False
Sartori Reserve Raspberry BellaVitano,cow,United States,Cheddar,"hard, artisan",creamy,natural,pale yellow,"buttery, creamy, fruity, nutty, sweet","fruity, nutty, rich",True,False
Sartori Reserve Rosemary & Olive Oil Asiago,cow,United States,Cheddar,"hard, artisan","firm, open",natural,pale yellow,"fruity, nutty","fruity, nutty, rich",False,False
Sbrinz,cow,Switzerland,Cheddar,"hard, artisan","dense, flaky",natural,yellow,"butterscotch, full-flavored, nutty, spicy, strong","aromatic, spicy",False,False
Scotch Bonnet Cheddar,cow,United Kingdom,Cheddar,"hard, processed",creamy,plastic,pale yellow,"creamy, spicy, strong",nutty,False,False
Seahive,cow,United States,Cheddar,"hard, artisan","dry, firm",natural,pale yellow,"salty, sweet",floral,True,False
Seascape,"cow, goat",United States,Cheddar,"semi-hard, artisan","crumbly, smooth",natural,pale yellow,"buttery, caramel, tangy",pleasant,True,False
Seriously Strong Cheddar,cow,"England, Scotland, United Kingdom",Cheddar,hard,"crumbly, dense, firm, flaky",natural,yellow,"full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",False,False
Sharon Hollow Garlic and Chive,cow,United States,Cheddar,"fresh soft, artisan",flaky,rindless,ivory,"garlicky, milky","fresh, garlicky",True,False
Sharp Cheddar,cow,United States,Cheddar,"semi-hard, artisan",creamy,natural,white,"sharp, strong, tangy",fresh,False,False
Sharpham Rustic,cow,"England, Great Britain, United Kingdom",Cheddar,"semi-hard, artisan",creamy,natural,white,"lemony, nutty",fresh,True,False
Sharpham Rustic Chive & Garlic,cow,"England, Great Britain, United Kingdom",Cheddar,"semi-hard, artisan",creamy,natural,white,"creamy, garlicky, savory","garlicky, nutty, strong",True,False
Shelburne Cheddar,cow,United States,Cheddar,"hard, artisan",firm,rindless,pale yellow,strong,rich,True,False
Ships Wheel Brie,cow,Australia,Cheddar,artisan,creamy,washed,white,"mild, nutty","mild, nutty",True,False
Shorrock's Lancashire Bomb,cow,United Kingdom,Cheddar,semi-hard,"creamy, crumbly",washed,yellow,"fruity, grassy, nutty, tangy","fresh, herbal",True,False
Shropshire Blue,cow,United Kingdom,Cheddar,semi-hard,"creamy, smooth",natural,orange,creamy,rich,True,False
Shtayburne Farm Cheddar,cow,United States,Cheddar,"hard, artisan","creamy, smooth",natural,yellow,"creamy, garlicky, sharp, smokey , smooth, spicy",fresh,False,False
Slices Of Bliss,cow,"Canada, United States",Cheddar,soft,creamy,plastic,yellow,"creamy, savory, sharp, spicy","milky, pleasant, spicy",True,False
Smoked Lincolnshire Poacher,cow,United Kingdom,Cheddar,hard,"creamy, crumbly",natural,pale yellow,"buttery, nutty",goaty,False,False
Smoked Sulguni,"buffalo, cow",Georgia,Cheddar,semi-firm,"dense, elastic",natural,yellow,"salty, smokey , sour",smokey,False,False
Smokey Touvelle,cow,United States,Cheddar,"semi-hard, artisan","crumbly, firm",natural,pale yellow,"nutty, sweet, tangy","mild, smokey",True,False
Somerset Organic Cheddar,cow,United Kingdom,Cheddar,"hard, organic","creamy, crumbly",washed,pale yellow,"earthy, full-flavored, meaty, nutty","herbal, sweet",False,False
Sparkenhoe Red Leicester,cow,United Kingdom,Cheddar,hard,"brittle, close, creamy, crumbly, flaky",rindless,orange,nutty,"mild, milky, pleasant",False,False
St Andrews Farmhouse Cheddar,cow,Scotland,Cheddar,hard,"compact, crumbly, dry",waxed,pale yellow,"fruity, grassy, nutty, tangy","buttery, grassy, subtle",False,False
St Cera,cow,England,Cheddar,soft,"buttery, creamy",washed,yellow,"full-flavored, pronounced",pungent,False,False
Staffordshire Organic,cow,"England, Great Britain, United Kingdom",Cheddar,"hard, artisan","creamy, smooth",mold ripened,yellow,"mild, milky, salty","buttery, fruity",True,False
Stella Fontinella,cow,United States,Cheddar,"semi-hard, artisan",crumbly,natural,pale yellow,"creamy, sharp, smooth, sweet","earthy, floral",True,False
